instance_id,case_id,alpha,train_count,objective_family,train_id_count,test_id_count,train_ids_sha256,test_ids_sha256,asc_task_id,desc_task_id,asc_order_provenance,desc_order_provenance,asc_validation_status,desc_validation_status,asc_solver_status,desc_solver_status,asc_mip_gap,desc_mip_gap,asc_runtime_seconds,desc_runtime_seconds,certification_outcome
new20x20,case00,0.03,200,Expected,200,1000,99ec495515c93f3e9c81b125cf5f232e739b9bf22b364ae10a98f0232cc84bd1,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_025_task_005,worker_025_task_000,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00077175,0.00077590,51.87307928,63.63487563,both
new20x20,case00,0.03,200,MeanCVaR,200,1000,99ec495515c93f3e9c81b125cf5f232e739b9bf22b364ae10a98f0232cc84bd1,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_025_task_017,worker_025_task_002,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00072908,0.00097402,566.51012384,779.98050105,both
new20x20,case01,0.01,100,CVaR,100,1000,ed85ef12205fb7855677028133c6a57885c4ee667b8a0030b48e180d997c8036,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_001_task_011,worker_001_task_001,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00029454,0.00064125,33.08679118,31.61571685,both
new20x20,case01,0.01,100,Expected,100,1000,ed85ef12205fb7855677028133c6a57885c4ee667b8a0030b48e180d997c8036,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_001_task_005,worker_001_task_000,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00000000,0.00000000,6.96445834,8.16215750,both
new20x20,case01,0.01,100,MeanCVaR,100,1000,ed85ef12205fb7855677028133c6a57885c4ee667b8a0030b48e180d997c8036,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_001_task_017,worker_001_task_002,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00000000,0.00000000,20.88849453,10.67712376,both
new20x20,case01,0.01,200,CVaR,200,1000,dd9ca1ac97ec45963f9f511390d85ee3d8f58865c73af741e677d300cf93c08b,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_016_task_011,worker_016_task_001,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00000000,0.00000000,96.14813006,86.21317485,both
new20x20,case01,0.01,200,Expected,200,1000,dd9ca1ac97ec45963f9f511390d85ee3d8f58865c73af741e677d300cf93c08b,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_016_task_005,worker_016_task_000,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00000000,0.00000000,16.43161171,19.56784026,both
new20x20,case01,0.01,200,MeanCVaR,200,1000,dd9ca1ac97ec45963f9f511390d85ee3d8f58865c73af741e677d300cf93c08b,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_016_task_017,worker_016_task_002,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00084086,0.00073274,83.10275396,45.17571798,both
new20x20,case01,0.02,100,CVaR,100,1000,ed85ef12205fb7855677028133c6a57885c4ee667b8a0030b48e180d997c8036,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_006_task_011,worker_006_task_001,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00099391,0.00092408,535.67946574,604.83629081,both
new20x20,case01,0.02,100,Expected,100,1000,ed85ef12205fb7855677028133c6a57885c4ee667b8a0030b48e180d997c8036,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_006_task_005,worker_006_task_000,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00000000,0.00000000,14.29337153,20.79559538,both
new20x20,case01,0.02,100,MeanCVaR,100,1000,ed85ef12205fb7855677028133c6a57885c4ee667b8a0030b48e180d997c8036,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_006_task_017,worker_006_task_002,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00067416,0.00024592,403.90638071,109.15855428,both
new20x20,case01,0.02,200,CVaR,200,1000,dd9ca1ac97ec45963f9f511390d85ee3d8f58865c73af741e677d300cf93c08b,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_021_task_011,worker_021_task_001,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Feasible,Feasible,0.04602629,0.03532530,1813.64675341,1811.89922280,neither
new20x20,case01,0.02,200,Expected,200,1000,dd9ca1ac97ec45963f9f511390d85ee3d8f58865c73af741e677d300cf93c08b,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_021_task_005,worker_021_task_000,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00000000,0.00000000,28.53072571,48.04044266,both
new20x20,case01,0.02,200,MeanCVaR,200,1000,dd9ca1ac97ec45963f9f511390d85ee3d8f58865c73af741e677d300cf93c08b,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_021_task_017,worker_021_task_002,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00062017,0.00028095,579.14441909,299.49287794,both
new20x20,case01,0.03,100,CVaR,100,1000,ed85ef12205fb7855677028133c6a57885c4ee667b8a0030b48e180d997c8036,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_011_task_011,worker_011_task_001,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Feasible,Feasible,0.09796741,0.08205995,1807.06200033,1805.39393115,neither
new20x20,case01,0.03,100,Expected,100,1000,ed85ef12205fb7855677028133c6a57885c4ee667b8a0030b48e180d997c8036,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_011_task_005,worker_011_task_000,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00062775,0.00068063,53.26486468,54.45267296,both
new20x20,case01,0.03,100,MeanCVaR,100,1000,ed85ef12205fb7855677028133c6a57885c4ee667b8a0030b48e180d997c8036,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_011_task_017,worker_011_task_002,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Feasible,Feasible,0.14042184,0.02636450,1803.99235217,1807.58054946,neither
new20x20,case01,0.03,200,CVaR,200,1000,dd9ca1ac97ec45963f9f511390d85ee3d8f58865c73af741e677d300cf93c08b,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_026_task_011,worker_026_task_001,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Feasible,Feasible,0.07752550,0.10688414,1810.63876766,1812.60291853,neither
new20x20,case01,0.03,200,Expected,200,1000,dd9ca1ac97ec45963f9f511390d85ee3d8f58865c73af741e677d300cf93c08b,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_026_task_005,worker_026_task_000,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Feasible,Optimal,0.04000649,0.00000000,1816.26189769,93.37985334,desc-only
new20x20,case01,0.03,200,MeanCVaR,200,1000,dd9ca1ac97ec45963f9f511390d85ee3d8f58865c73af741e677d300cf93c08b,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_026_task_017,worker_026_task_002,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Feasible,Feasible,0.11941788,0.01200767,1839.87529878,1815.73255174,neither
new20x20,case02,0.01,100,CVaR,100,1000,9aac589dd9f121ee268accbafc6fb96a2692d05aa3bd0e148a5d5d2c8df33206,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_002_task_011,worker_002_task_001,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00091269,0.00000000,10.55141906,6.44233590,both
new20x20,case02,0.01,100,Expected,100,1000,9aac589dd9f121ee268accbafc6fb96a2692d05aa3bd0e148a5d5d2c8df33206,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_002_task_005,worker_002_task_000,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00021987,0.00000000,4.69103693,7.94243074,both
new20x20,case02,0.01,100,MeanCVaR,100,1000,9aac589dd9f121ee268accbafc6fb96a2692d05aa3bd0e148a5d5d2c8df33206,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_002_task_017,worker_002_task_002,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Feasible,Optimal,0.14248447,0.00000000,1803.13803251,7.90199512,desc-only
new20x20,case02,0.01,200,CVaR,200,1000,5c060bded82f1a6b1531e860102023ffaabdd5b57564a135dc087ee8c7ffb22d,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_017_task_011,worker_017_task_001,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00000000,0.00084400,75.87758029,72.78654689,both
new20x20,case02,0.01,200,Expected,200,1000,5c060bded82f1a6b1531e860102023ffaabdd5b57564a135dc087ee8c7ffb22d,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_017_task_005,worker_017_task_000,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00000000,0.00000000,11.57441252,15.69455814,both
new20x20,case02,0.01,200,MeanCVaR,200,1000,5c060bded82f1a6b1531e860102023ffaabdd5b57564a135dc087ee8c7ffb22d,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_017_task_017,worker_017_task_002,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00000000,0.00000000,54.37166070,47.69425233,both
new20x20,case02,0.02,100,CVaR,100,1000,9aac589dd9f121ee268accbafc6fb96a2692d05aa3bd0e148a5d5d2c8df33206,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_007_task_011,worker_007_task_001,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Feasible,Feasible,0.19300660,0.19300660,1806.44240942,1803.04335340,neither
new20x20,case02,0.02,100,Expected,100,1000,9aac589dd9f121ee268accbafc6fb96a2692d05aa3bd0e148a5d5d2c8df33206,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_007_task_005,worker_007_task_000,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00000000,0.00000000,15.94207547,16.71142515,both
new20x20,case02,0.02,100,MeanCVaR,100,1000,9aac589dd9f121ee268accbafc6fb96a2692d05aa3bd0e148a5d5d2c8df33206,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_007_task_017,worker_007_task_002,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00093024,0.00099141,168.62291067,134.88278002,both
new20x20,case02,0.02,200,CVaR,200,1000,5c060bded82f1a6b1531e860102023ffaabdd5b57564a135dc087ee8c7ffb22d,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_022_task_011,worker_022_task_001,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00089816,0.00098899,437.07112720,540.24155532,both
new20x20,case02,0.02,200,Expected,200,1000,5c060bded82f1a6b1531e860102023ffaabdd5b57564a135dc087ee8c7ffb22d,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_022_task_005,worker_022_task_000,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00000000,0.00000000,23.87659697,41.33862690,both
new20x20,case02,0.02,200,MeanCVaR,200,1000,5c060bded82f1a6b1531e860102023ffaabdd5b57564a135dc087ee8c7ffb22d,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_022_task_017,worker_022_task_002,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00061625,0.00088534,210.10809394,76.22351396,both
new20x20,case02,0.03,100,CVaR,100,1000,9aac589dd9f121ee268accbafc6fb96a2692d05aa3bd0e148a5d5d2c8df33206,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_012_task_011,worker_012_task_001,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Feasible,Feasible,0.06430538,0.07317753,1806.01813758,1807.50866440,neither
new20x20,case02,0.03,100,Expected,100,1000,9aac589dd9f121ee268accbafc6fb96a2692d05aa3bd0e148a5d5d2c8df33206,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_012_task_005,worker_012_task_000,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00000000,0.00000000,23.01963553,49.08360992,both
new20x20,case02,0.03,100,MeanCVaR,100,1000,9aac589dd9f121ee268accbafc6fb96a2692d05aa3bd0e148a5d5d2c8df33206,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_012_task_017,worker_012_task_002,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Feasible,Optimal,0.11709350,0.00080198,1803.51323075,529.09894171,desc-only
new20x20,case02,0.03,200,CVaR,200,1000,5c060bded82f1a6b1531e860102023ffaabdd5b57564a135dc087ee8c7ffb22d,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_027_task_011,worker_027_task_001,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Feasible,Feasible,0.06624476,0.07051638,1815.05905400,1808.53916640,neither
new20x20,case02,0.03,200,Expected,200,1000,5c060bded82f1a6b1531e860102023ffaabdd5b57564a135dc087ee8c7ffb22d,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_027_task_005,worker_027_task_000,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00000000,0.00000000,38.08745297,66.21084342,both
new20x20,case02,0.03,200,MeanCVaR,200,1000,5c060bded82f1a6b1531e860102023ffaabdd5b57564a135dc087ee8c7ffb22d,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_027_task_017,worker_027_task_002,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00085231,0.00098133,399.01637032,389.68072238,both
new20x20,case03,0.01,100,CVaR,100,1000,e6b988235e0cb99b090f4a2dec0acef075f84bb5c19053bc5e0112e3b95dd0a7,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_003_task_011,worker_003_task_001,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00000000,0.00000000,14.56676196,15.92319112,both
new20x20,case03,0.01,100,Expected,100,1000,e6b988235e0cb99b090f4a2dec0acef075f84bb5c19053bc5e0112e3b95dd0a7,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_003_task_005,worker_003_task_000,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00032782,0.00039317,5.83186079,8.38583874,both
new20x20,case03,0.01,100,MeanCVaR,100,1000,e6b988235e0cb99b090f4a2dec0acef075f84bb5c19053bc5e0112e3b95dd0a7,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_003_task_017,worker_003_task_002,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00000000,0.00000000,14.10856090,8.72753593,both
new20x20,case03,0.01,200,CVaR,200,1000,bd7895c107f7ae1bde4c18b6973ece043ecc1ba646f668273f4cbf5aebcdbe64,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_018_task_011,worker_018_task_001,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00028034,0.00000000,72.22931520,54.08748440,both
new20x20,case03,0.01,200,Expected,200,1000,bd7895c107f7ae1bde4c18b6973ece043ecc1ba646f668273f4cbf5aebcdbe64,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_018_task_005,worker_018_task_000,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00000000,0.00000000,16.34760492,18.04944201,both
new20x20,case03,0.01,200,MeanCVaR,200,1000,bd7895c107f7ae1bde4c18b6973ece043ecc1ba646f668273f4cbf5aebcdbe64,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_018_task_017,worker_018_task_002,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00012132,0.00094980,51.99101844,40.16796597,both
new20x20,case03,0.02,100,CVaR,100,1000,e6b988235e0cb99b090f4a2dec0acef075f84bb5c19053bc5e0112e3b95dd0a7,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_008_task_011,worker_008_task_001,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00092501,0.00058397,901.90769559,373.48659335,both
new20x20,case03,0.02,100,Expected,100,1000,e6b988235e0cb99b090f4a2dec0acef075f84bb5c19053bc5e0112e3b95dd0a7,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_008_task_005,worker_008_task_000,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00098335,0.00091406,9.97154870,31.17476461,both
new20x20,case03,0.02,100,MeanCVaR,100,1000,e6b988235e0cb99b090f4a2dec0acef075f84bb5c19053bc5e0112e3b95dd0a7,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_008_task_017,worker_008_task_002,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00078547,0.00087904,175.67062043,81.29633839,both
new20x20,case03,0.02,200,CVaR,200,1000,bd7895c107f7ae1bde4c18b6973ece043ecc1ba646f668273f4cbf5aebcdbe64,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_023_task_011,worker_023_task_001,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Feasible,Feasible,0.04173111,0.04891238,1811.58176591,1811.18358664,neither
new20x20,case03,0.02,200,Expected,200,1000,bd7895c107f7ae1bde4c18b6973ece043ecc1ba646f668273f4cbf5aebcdbe64,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_023_task_005,worker_023_task_000,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00000000,0.00000000,35.02092069,50.16925987,both
new20x20,case03,0.02,200,MeanCVaR,200,1000,bd7895c107f7ae1bde4c18b6973ece043ecc1ba646f668273f4cbf5aebcdbe64,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_023_task_017,worker_023_task_002,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00095299,0.00000000,397.30411372,234.26458464,both
