instance_id,case_id,alpha,train_count,objective_family,train_id_count,test_id_count,train_ids_sha256,test_ids_sha256,asc_task_id,desc_task_id,asc_order_provenance,desc_order_provenance,asc_validation_status,desc_validation_status,asc_solver_status,desc_solver_status,asc_mip_gap,desc_mip_gap,asc_runtime_seconds,desc_runtime_seconds,certification_outcome
new20x20,case00,0.01,100,CVaR,100,1000,67a09c6ec879f5822fb9149f1d085b0876899de7ebf9c42d62817a5eef6ef98d,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_000_task_011,worker_000_task_001,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00000000,0.00091371,47.71728614,38.92931305,both
new20x20,case00,0.01,100,Expected,100,1000,67a09c6ec879f5822fb9149f1d085b0876899de7ebf9c42d62817a5eef6ef98d,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_000_task_005,worker_000_task_000,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00000000,0.00000000,8.84779969,12.31750396,both
new20x20,case00,0.01,100,MeanCVaR,100,1000,67a09c6ec879f5822fb9149f1d085b0876899de7ebf9c42d62817a5eef6ef98d,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_000_task_017,worker_000_task_002,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00000000,0.00099530,24.13564249,14.74784573,both
new20x20,case00,0.01,200,CVaR,200,1000,99ec495515c93f3e9c81b125cf5f232e739b9bf22b364ae10a98f0232cc84bd1,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_015_task_011,worker_015_task_001,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00068403,0.00000000,58.25942335,33.55993165,both
new20x20,case00,0.01,200,Expected,200,1000,99ec495515c93f3e9c81b125cf5f232e739b9bf22b364ae10a98f0232cc84bd1,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_015_task_005,worker_015_task_000,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00014940,0.00094275,11.99649359,15.55254636,both
new20x20,case00,0.01,200,MeanCVaR,200,1000,99ec495515c93f3e9c81b125cf5f232e739b9bf22b364ae10a98f0232cc84bd1,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_015_task_017,worker_015_task_002,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00068032,0.00000000,36.67155147,23.10960963,both
new20x20,case00,0.02,100,CVaR,100,1000,67a09c6ec879f5822fb9149f1d085b0876899de7ebf9c42d62817a5eef6ef98d,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_005_task_011,worker_005_task_001,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00097512,0.00093787,1210.52436302,1053.27069822,both
new20x20,case00,0.02,100,Expected,100,1000,67a09c6ec879f5822fb9149f1d085b0876899de7ebf9c42d62817a5eef6ef98d,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_005_task_005,worker_005_task_000,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00012849,0.00000000,15.19399434,23.56712046,both
new20x20,case00,0.02,100,MeanCVaR,100,1000,67a09c6ec879f5822fb9149f1d085b0876899de7ebf9c42d62817a5eef6ef98d,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_005_task_017,worker_005_task_002,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00085087,0.00051434,1509.15733282,621.40632306,both
new20x20,case00,0.02,200,CVaR,200,1000,99ec495515c93f3e9c81b125cf5f232e739b9bf22b364ae10a98f0232cc84bd1,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_020_task_011,worker_020_task_001,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Feasible,0.00098469,0.00686593,1525.73898521,1808.99769299,asc-only
new20x20,case00,0.02,200,Expected,200,1000,99ec495515c93f3e9c81b125cf5f232e739b9bf22b364ae10a98f0232cc84bd1,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_020_task_005,worker_020_task_000,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00000000,0.00000000,16.69544741,26.85798750,both
new20x20,case00,0.02,200,MeanCVaR,200,1000,99ec495515c93f3e9c81b125cf5f232e739b9bf22b364ae10a98f0232cc84bd1,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_020_task_017,worker_020_task_002,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00090361,0.00064662,536.35360104,258.56264840,both
new20x20,case00,0.03,100,CVaR,100,1000,67a09c6ec879f5822fb9149f1d085b0876899de7ebf9c42d62817a5eef6ef98d,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_010_task_011,worker_010_task_001,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Feasible,Feasible,0.08361020,0.10584153,1807.77338112,1804.82643796,neither
new20x20,case00,0.03,100,Expected,100,1000,67a09c6ec879f5822fb9149f1d085b0876899de7ebf9c42d62817a5eef6ef98d,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_010_task_005,worker_010_task_000,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Feasible,Optimal,0.03080024,0.00069547,1807.45822302,73.03654968,desc-only
new20x20,case00,0.03,100,MeanCVaR,100,1000,67a09c6ec879f5822fb9149f1d085b0876899de7ebf9c42d62817a5eef6ef98d,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_010_task_017,worker_010_task_002,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Optimal,Optimal,0.00081825,0.00098806,1382.85719298,1116.65072027,both
new20x20,case00,0.03,200,CVaR,200,1000,99ec495515c93f3e9c81b125cf5f232e739b9bf22b364ae10a98f0232cc84bd1,2867dea81d8e8a4ba8d2647094c47413358517a576433e506df89718dc87d176,worker_025_task_011,worker_025_task_001,inferred: legacy base method and documented eta-asc default,"recorded explicitly in manifest, CSV, and JSON",pass,pass,Feasible,Feasible,0.07135404,0.07190004,1808.81488149,1810.34709898,neither
